rank,target,operator_as_filed,current_parent,overlap_bsls,pct_of_target_footprint,their_total_footprint_bsls,pct_of_their_footprint,overlap_their_fiber_bsls,overlap_their_cable_bsls
1,Comcast (Xfinity),AT&T,AT&T (incl. Lumen consumer fiber),8153757,21.022,19375357,42.083,8153757,0
2,Comcast (Xfinity),Verizon (Fios),Verizon (incl. Frontier),5472547,14.109,9364253,58.441,5472547,0
3,Comcast (Xfinity),Lumen (Quantum Fiber / CenturyLink),AT&T (incl. Lumen consumer fiber),2012642,5.189,3157729,63.737,2012642,0
4,Comcast (Xfinity),Frontier,Verizon (incl. Frontier),1584226,4.084,6545954,24.202,1584226,0
5,Comcast (Xfinity),Astound Broadband,Astound Broadband,1456189,3.754,2518837,57.812,211459,1261233
6,Comcast (Xfinity),WOW!,WOW!,992716,2.559,1733161,57.278,26857,965859
7,Comcast (Xfinity),Metronet (T-Mobile JV),T-Mobile Fiber (Metronet + Lumos),768387,1.981,2612682,29.41,768387,0
8,Comcast (Xfinity),Consolidated (Fidium),Consolidated (Fidium),562813,1.451,1058652,53.163,562559,254
9,Comcast (Xfinity),Google Fiber,Google Fiber,513871,1.325,1886259,27.243,513871,0
10,Comcast (Xfinity),Ziply Fiber (Bell Canada),Ziply Fiber (Bell Canada),513133,1.323,763929,67.17,513133,0
11,Comcast (Xfinity),Charter (Spectrum),Charter + Cox (Spectrum),449654,1.159,35944137,1.251,54449,398852
12,Comcast (Xfinity),Sonic,Sonic,377463,0.973,409147,92.256,377463,0
13,Comcast (Xfinity),Brightspeed,Brightspeed,368412,0.95,1793486,20.542,368412,0
14,Comcast (Xfinity),"Ezee Fiber Texas, LLC","Ezee Fiber Texas, LLC",351432,0.906,373234,94.159,351432,0
15,Comcast (Xfinity),Optimum (Altice USA),Optimum (Altice USA),340126,0.877,5366001,6.339,177299,339997
16,Comcast (Xfinity),Breezeline (Cogeco),Breezeline (Cogeco),277434,0.715,1333175,20.81,59197,218675
17,Comcast (Xfinity),Shenandoah Telecommunications Company,Shenandoah Telecommunications Company,262816,0.678,530410,49.55,233111,29705
18,Comcast (Xfinity),"Future Fiber FinCo, LLC","Future Fiber FinCo, LLC",236739,0.61,540181,43.826,236719,20
19,Comcast (Xfinity),Windstream/Uniti (Kinetic),Windstream/Uniti (Kinetic),200184,0.516,1526157,13.117,193952,6811
20,Comcast (Xfinity),"WH i3B Bidco LLC/WH i3B Topco, LLC","WH i3B Bidco LLC/WH i3B Topco, LLC",185369,0.478,313876,59.058,185369,0
21,Comcast (Xfinity),Utah Telecommunication Open Infrastructure Agency,Utah Telecommunication Open Infrastructure Agency,175348,0.452,182973,95.833,175348,0
22,Comcast (Xfinity),TDS Telecom,TDS Telecom,168805,0.435,1113559,15.159,146884,26591
23,Comcast (Xfinity),Surf Internet,Surf Internet,159247,0.411,252177,63.149,159247,0
24,Comcast (Xfinity),"Telapex, Inc.","Telapex, Inc.",159244,0.411,381068,41.789,159244,3
25,Comcast (Xfinity),Tachus LLC,Tachus LLC,158901,0.41,178878,88.832,158901,0
26,Comcast (Xfinity),Senawave LLC,Senawave LLC,155847,0.402,159498,97.711,155847,0
27,Comcast (Xfinity),Beehive Telephone Companies,Beehive Telephone Companies,145368,0.375,155876,93.259,145368,0
28,Comcast (Xfinity),EPB,EPB,134601,0.347,142651,94.357,134601,0
29,Comcast (Xfinity),Ting,Ting,120042,0.309,204263,58.768,120042,0
30,Comcast (Xfinity),"IQ Fiber Intermediate Holdings, LLC","IQ Fiber Intermediate Holdings, LLC",116414,0.3,145173,80.19,116414,0
31,Comcast (Xfinity),Knoxville Utilities Board,Knoxville Utilities Board,115029,0.297,131468,87.496,115029,0
32,Comcast (Xfinity),Cable One (Sparklight),Cable One (Sparklight),114085,0.294,2280032,5.004,10636,104388
33,Comcast (Xfinity),"BIF IV Intrepid HoldCo, LLC","BIF IV Intrepid HoldCo, LLC",111656,0.288,125952,88.65,111656,0
34,Comcast (Xfinity),Lumos (T-Mobile JV),T-Mobile Fiber (Metronet + Lumos),102359,0.264,641150,15.965,102359,0
35,Comcast (Xfinity),Hotwire,Hotwire,93290,0.241,144179,64.704,92909,429
36,Comcast (Xfinity),Palisade America's Investment LLC,Palisade America's Investment LLC,91274,0.235,94697,96.385,2866,88422
37,Comcast (Xfinity),Point Broadband,Point Broadband,84440,0.218,348159,24.253,84440,0
38,Comcast (Xfinity),"LiveOak Fiber, LLC","LiveOak Fiber, LLC",76307,0.197,155654,49.023,76307,0
39,Comcast (Xfinity),Mediacom,Mediacom,75635,0.195,2668787,2.834,2336,75247
40,Comcast (Xfinity),Connext Networks,Connext Networks,71907,0.185,72572,99.084,71907,0
41,Comcast (Xfinity),"Ripple Fiber, LLC","Ripple Fiber, LLC",71251,0.184,206137,34.565,71251,0
42,Comcast (Xfinity),Service Electric,Service Electric,71125,0.183,424904,16.739,3588,70908
43,Comcast (Xfinity),"Schurz Communications, Inc.","Schurz Communications, Inc.",61448,0.158,127698,48.12,51391,24964
44,Comcast (Xfinity),"Delta Communications, LLC","Delta Communications, LLC",60292,0.155,170364,35.39,60292,0
45,Comcast (Xfinity),Allo Communications LLC,Allo Communications LLC,58002,0.15,436620,13.284,58002,0
46,Comcast (Xfinity),Gateway Fiber Holdings LLC,Gateway Fiber Holdings LLC,55896,0.144,134105,41.681,55896,0
47,Comcast (Xfinity),"Everfast Fiber Networks, LLC","Everfast Fiber Networks, LLC",55135,0.142,290684,18.967,55135,3537
48,Comcast (Xfinity),"Conexon Connect, LLC","Conexon Connect, LLC",54117,0.14,415600,13.021,54117,0
49,Comcast (Xfinity),"MTE Holdings, LLC","MTE Holdings, LLC",54034,0.139,104352,51.781,54034,0
50,Comcast (Xfinity),"Race Telecommunications, Inc.","Race Telecommunications, Inc.",50946,0.131,142205,35.826,50946,0
51,Comcast (Xfinity),"TPC ACC Acquisition, LLC","TPC ACC Acquisition, LLC",49870,0.129,74452,66.983,41492,11299
52,Comcast (Xfinity),BAM Broadband OpCo LLC,BAM Broadband OpCo LLC,48633,0.125,60141,80.865,48633,0
53,Comcast (Xfinity),"Underline El Paso, LLC","Underline El Paso, LLC",42267,0.109,42357,99.788,42267,0
54,Comcast (Xfinity),City of Fort Collins,City of Fort Collins,41678,0.107,41781,99.753,41678,0
55,Comcast (Xfinity),"Cumberland Connect, LLC","Cumberland Connect, LLC",41101,0.106,93828,43.805,41101,0
56,Comcast (Xfinity),"Pavlov Media, Inc.","Pavlov Media, Inc.",38235,0.099,114421,33.416,38235,0
