rank,target,operator_as_filed,current_parent,overlap_bsls,pct_of_target_footprint,their_total_footprint_bsls,pct_of_their_footprint,overlap_their_fiber_bsls,overlap_their_cable_bsls
1,Charter (Spectrum),AT&T,AT&T (incl. Lumen consumer fiber),8080483,22.481,19375357,41.705,8080483,0
2,Charter (Spectrum),Frontier,Verizon (incl. Frontier),3861869,10.744,6545954,58.996,3861869,0
3,Charter (Spectrum),Google Fiber,Google Fiber,1178036,3.277,1886259,62.454,1178036,0
4,Charter (Spectrum),Verizon (Fios),Verizon (incl. Frontier),993490,2.764,9364253,10.609,993490,0
5,Charter (Spectrum),altafiber (Cincinnati Bell),altafiber (Cincinnati Bell),894441,2.488,953589,93.797,894440,4
6,Charter (Spectrum),Metronet (T-Mobile JV),T-Mobile Fiber (Metronet + Lumos),836986,2.329,2612682,32.036,836986,0
7,Charter (Spectrum),Brightspeed,Brightspeed,795282,2.213,1793486,44.343,795282,0
8,Charter (Spectrum),WOW!,WOW!,635130,1.767,1733161,36.646,120118,515012
9,Charter (Spectrum),Breezeline (Cogeco),Breezeline (Cogeco),609584,1.696,1333175,45.724,40,609546
10,Charter (Spectrum),Windstream/Uniti (Kinetic),Windstream/Uniti (Kinetic),532084,1.48,1526157,34.864,509695,24038
11,Charter (Spectrum),TDS Telecom,TDS Telecom,484466,1.348,1113559,43.506,460700,28389
12,Charter (Spectrum),Lumos (T-Mobile JV),T-Mobile Fiber (Metronet + Lumos),455893,1.268,641150,71.106,455893,0
13,Charter (Spectrum),Comcast (Xfinity),Comcast (Xfinity),449654,1.251,38786664,1.159,33980,415782
14,Charter (Spectrum),Astound Broadband,Astound Broadband,413261,1.15,2518837,16.407,79685,339706
15,Charter (Spectrum),Consolidated (Fidium),Consolidated (Fidium),314293,0.874,1058652,29.688,314291,2
16,Charter (Spectrum),"Greenlight Networks, LLC","Greenlight Networks, LLC",244786,0.681,286873,85.329,244786,0
17,Charter (Spectrum),Allo Communications LLC,Allo Communications LLC,237448,0.661,436620,54.383,237448,0
18,Charter (Spectrum),"Everfast Fiber Networks, LLC","Everfast Fiber Networks, LLC",229866,0.64,290684,79.078,229866,125926
19,Charter (Spectrum),Lumen (Quantum Fiber / CenturyLink),AT&T (incl. Lumen consumer fiber),209515,0.583,3157729,6.635,209515,0
20,Charter (Spectrum),"Future Fiber FinCo, LLC","Future Fiber FinCo, LLC",183487,0.51,540181,33.968,183487,0
21,Charter (Spectrum),Ziply Fiber (Bell Canada),Ziply Fiber (Bell Canada),162364,0.452,763929,21.254,162364,0
22,Charter (Spectrum),"Omni Fiber, LLC","Omni Fiber, LLC",155938,0.434,207853,75.023,155938,0
23,Charter (Spectrum),"Ripple Fiber, LLC","Ripple Fiber, LLC",122979,0.342,206137,59.659,122979,0
24,Charter (Spectrum),Empire Telephone Corporation/North Penn Telephone Company,Empire Telephone Corporation/North Penn Telephone Company,111643,0.311,161013,69.338,111643,0
25,Charter (Spectrum),"Horry Telephone Cooperative, Inc.","Horry Telephone Cooperative, Inc.",108775,0.303,159187,68.332,102410,6377
26,Charter (Spectrum),Point Broadband,Point Broadband,101959,0.284,348159,29.285,101959,0
27,Charter (Spectrum),"WH i3B Bidco LLC/WH i3B Topco, LLC","WH i3B Bidco LLC/WH i3B Topco, LLC",97478,0.271,313876,31.056,97478,0
28,Charter (Spectrum),Wire 3 Holdings,Wire 3 Holdings,91623,0.255,119263,76.824,91623,0
29,Charter (Spectrum),"Generate-Ubiquity Holdings, LLC","Generate-Ubiquity Holdings, LLC",75834,0.211,179727,42.194,75834,0
30,Charter (Spectrum),Ting,Ting,69934,0.195,204263,34.237,69934,0
31,Charter (Spectrum),Tillman Global Holdings,Tillman Global Holdings,68795,0.191,85790,80.19,68795,0
32,Charter (Spectrum),"Telapex, Inc.","Telapex, Inc.",67334,0.187,381068,17.67,67334,2804
33,Charter (Spectrum),Optimum (Altice USA),Optimum (Altice USA),67055,0.187,5366001,1.25,18392,67055
34,Charter (Spectrum),Gateway Fiber Holdings LLC,Gateway Fiber Holdings LLC,66424,0.185,134105,49.531,66424,0
35,Charter (Spectrum),CDE Lightband,CDE Lightband,63249,0.176,68828,91.894,63249,0
36,Charter (Spectrum),Cable One (Sparklight),Cable One (Sparklight),61363,0.171,2280032,2.691,32052,33645
37,Charter (Spectrum),"Race Telecommunications, Inc.","Race Telecommunications, Inc.",60894,0.169,142205,42.821,60894,0
38,Charter (Spectrum),Atlantic Telephone Membership Corporation,Atlantic Telephone Membership Corporation,56206,0.156,131703,42.676,54683,1523
39,Charter (Spectrum),"CarolinaConnect Cooperative, Inc.","CarolinaConnect Cooperative, Inc.",55271,0.154,111725,49.471,55271,0
40,Charter (Spectrum),Bluepeak,Bluepeak,53409,0.149,316917,16.853,50332,4044
41,Charter (Spectrum),"Open Infra, Inc.","Open Infra, Inc.",50447,0.14,87397,57.722,50447,0
42,Charter (Spectrum),"Comporium, Inc.","Comporium, Inc.",49271,0.137,198803,24.784,39364,9907
43,Charter (Spectrum),"Conexon Connect, LLC","Conexon Connect, LLC",49065,0.137,415600,11.806,49065,0
44,Charter (Spectrum),"IsoFusion, Inc.","IsoFusion, Inc.",45805,0.127,86134,53.179,45805,0
45,Charter (Spectrum),Hunter Communications & Technologies LLC,Hunter Communications & Technologies LLC,45638,0.127,89041,51.255,45567,98
46,Charter (Spectrum),"Delta Communications, LLC","Delta Communications, LLC",44792,0.125,170364,26.292,44792,0
47,Charter (Spectrum),"JAB Wireless, Inc.","JAB Wireless, Inc.",42829,0.119,89596,47.802,42829,0
48,Charter (Spectrum),The Chillicothe Telephone Co,The Chillicothe Telephone Co,40675,0.113,42794,95.048,40675,0
49,Charter (Spectrum),Socket Telecom LLC,Socket Telecom LLC,39905,0.111,118266,33.742,39905,0
50,Charter (Spectrum),Yadkin Valley Telephone Membership Corporation,Yadkin Valley Telephone Membership Corporation,39460,0.11,53687,73.5,39460,0
51,Charter (Spectrum),"Guadalupe Valley Telephone Cooperative, Inc.","Guadalupe Valley Telephone Cooperative, Inc.",38712,0.108,81887,47.275,37830,4182
52,Charter (Spectrum),Douglas Electric Cooperative Inc.,Douglas Electric Cooperative Inc.,37148,0.103,56411,65.852,37148,0
53,Charter (Spectrum),"West Carolina Rural Telephone Cooperative, Inc.","West Carolina Rural Telephone Cooperative, Inc.",36408,0.101,102861,35.395,36408,0
54,Charter (Spectrum),"Ben Lomand Rural Telephone Coop., Inc.","Ben Lomand Rural Telephone Coop., Inc.",35686,0.099,65387,54.577,35686,0
55,Charter (Spectrum),Cox,Charter + Cox (Spectrum),35624,0.099,7297869,0.488,7330,28318
56,Charter (Spectrum),"Block Communications, Inc.","Block Communications, Inc.",35564,0.099,326208,10.902,21035,17044
57,Charter (Spectrum),"Farmers Telephone Cooperative, Inc. (SC)","Farmers Telephone Cooperative, Inc. (SC)",34454,0.096,66496,51.814,34454,0
58,Charter (Spectrum),"Atlas Connectivity, LLC","Atlas Connectivity, LLC",33748,0.094,57676,58.513,33748,0
59,Charter (Spectrum),"Cumberland Connect, LLC","Cumberland Connect, LLC",29122,0.081,93828,31.038,29122,0
60,Charter (Spectrum),"Clearnetworx, LLC","Clearnetworx, LLC",29101,0.081,42928,67.79,29099,2
61,Charter (Spectrum),"Joink, LLC","Joink, LLC",28292,0.079,48734,58.054,28292,0
62,Charter (Spectrum),"Visionary Communications, Inc.","Visionary Communications, Inc.",28033,0.078,49399,56.748,28033,0
63,Charter (Spectrum),Sonic,Sonic,28011,0.078,409147,6.846,28011,0
64,Charter (Spectrum),Jackson Energy Authority,Jackson Energy Authority,27974,0.078,31207,89.64,27974,0
65,Charter (Spectrum),Hotwire,Hotwire,27132,0.075,144179,18.818,27132,0
66,Charter (Spectrum),Foursight Communications LLC,Foursight Communications LLC,27027,0.075,44615,60.578,27027,0
67,Charter (Spectrum),"Flying Bull Internet, LLC","Flying Bull Internet, LLC",26742,0.074,26985,99.099,26742,0
68,Charter (Spectrum),JWEMC Communications LLC,JWEMC Communications LLC,26657,0.074,35240,75.644,26657,0
69,Charter (Spectrum),"ITC Broadband Operating, LLC","ITC Broadband Operating, LLC",25850,0.072,59428,43.498,25850,0
70,Charter (Spectrum),City of Wilson,City of Wilson,24392,0.068,27013,90.297,24392,0
71,Charter (Spectrum),Bristol Tennessee Essential Services,Bristol Tennessee Essential Services,24368,0.068,26539,91.82,24368,0
72,Charter (Spectrum),Surf Internet,Surf Internet,24109,0.067,252177,9.56,24109,0
73,Charter (Spectrum),"Pavlov Media, Inc.","Pavlov Media, Inc.",23571,0.066,114421,20.6,23571,0
74,Charter (Spectrum),"City of Cleveland, Indiana","City of Cleveland, Indiana",23562,0.066,25081,93.944,23562,0
75,Charter (Spectrum),Cullman Electric Cooperative,Cullman Electric Cooperative,23478,0.065,38219,61.43,23478,0
76,Charter (Spectrum),Giggle Fiber LLC,Giggle Fiber LLC,23341,0.065,24079,96.935,1451,21892
77,Charter (Spectrum),"Valley Telephone Cooperative, Inc. (TX)","Valley Telephone Cooperative, Inc. (TX)",23267,0.065,34398,67.641,23267,0
78,Charter (Spectrum),"Great Lakes Energy Connections, Inc.","Great Lakes Energy Connections, Inc.",23221,0.065,64091,36.231,23221,0
79,Charter (Spectrum),"Smartcom Telephone, LLC","Smartcom Telephone, LLC",23084,0.064,30929,74.635,23084,0
80,Charter (Spectrum),"New Knoxville Telephone Company/GoldStar Communications, LLC","New Knoxville Telephone Company/GoldStar Communications, LLC",22776,0.063,26223,86.855,22702,74
81,Charter (Spectrum),"Velocity.Net Communications, Inc.","Velocity.Net Communications, Inc.",22468,0.063,23068,97.399,22468,0
82,Charter (Spectrum),Twin Lakes Telephone Cooperative Corporation,Twin Lakes Telephone Cooperative Corporation,22075,0.061,67484,32.711,22075,0
83,Charter (Spectrum),Armstrong,Armstrong,21918,0.061,462472,4.739,19514,2755
84,Charter (Spectrum),Shenandoah Telecommunications Company,Shenandoah Telecommunications Company,21792,0.061,530410,4.109,21418,374
85,Charter (Spectrum),Archtop Fiber Holdings LLC,Archtop Fiber Holdings LLC,21293,0.059,24884,85.569,21293,0
86,Charter (Spectrum),Mediacom,Mediacom,20751,0.058,2668787,0.778,1136,20521
87,Charter (Spectrum),"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA","Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",20745,0.058,23094,89.829,20745,0
88,Charter (Spectrum),Johnson City Energy Authority,Johnson City Energy Authority,20278,0.056,44974,45.088,20278,0
89,Charter (Spectrum),Gibson Electric Membership Corporation,Gibson Electric Membership Corporation,20088,0.056,37411,53.695,20088,0
90,Charter (Spectrum),PUD No. 1 of Chelan County,PUD No. 1 of Chelan County,19223,0.053,30417,63.198,19223,0
91,Charter (Spectrum),"Native Network, Inc.","Native Network, Inc.",18779,0.052,28607,65.645,18779,0
92,Charter (Spectrum),Skyline Telephone Membership Corporation,Skyline Telephone Membership Corporation,18762,0.052,60122,31.207,18762,0
93,Charter (Spectrum),Columbia Power and Water Systems,Columbia Power and Water Systems,18596,0.052,19452,95.599,2459,16137
94,Charter (Spectrum),"Zito West Holding, LLC","Zito West Holding, LLC",18215,0.051,265591,6.858,8391,11754
95,Charter (Spectrum),Lenoir City Utility Board,Lenoir City Utility Board,17390,0.048,34362,50.608,17390,0
96,Charter (Spectrum),Eastern Shore of Virginia Broadband Authority,Eastern Shore of Virginia Broadband Authority,17309,0.048,22724,76.171,17309,0
97,Charter (Spectrum),"Hiawatha Broadband Communications, Inc.","Hiawatha Broadband Communications, Inc.",17271,0.048,34465,50.112,12682,5322
98,Charter (Spectrum),"Mainstream Fiber Networks, LLC","Mainstream Fiber Networks, LLC",17206,0.048,35863,47.977,17206,0
99,Charter (Spectrum),"Aeneas Communications, LLC","Aeneas Communications, LLC",17143,0.048,78549,21.825,17143,0
100,Charter (Spectrum),"Hanson Communications, Inc.","Hanson Communications, Inc.",17141,0.048,40192,42.648,10653,6925
101,Charter (Spectrum),Vyve Broadband,Vyve Broadband,17112,0.048,560197,3.055,1600,15528
102,Charter (Spectrum),Surry Telephone Membership Corporation,Surry Telephone Membership Corporation,17111,0.048,32305,52.967,15675,1625
103,Charter (Spectrum),"MTE Holdings, LLC","MTE Holdings, LLC",16877,0.047,104352,16.173,16877,0
104,Charter (Spectrum),"Home Telephone Company, Inc. (SC)","Home Telephone Company, Inc. (SC)",16828,0.047,68367,24.614,16794,37
105,Charter (Spectrum),Wood County Telephone Company,Wood County Telephone Company,16785,0.047,27192,61.728,16785,0
106,Charter (Spectrum),Montana Opticom LLC,Montana Opticom LLC,16459,0.046,20451,80.48,16459,0
107,Charter (Spectrum),Central Alabama Electric Cooperative,Central Alabama Electric Cooperative,16263,0.045,48904,33.255,16263,0
108,Charter (Spectrum),"Guadalupe Valley Electric Cooperative, Inc.","Guadalupe Valley Electric Cooperative, Inc.",16073,0.045,39590,40.599,16073,0
109,Charter (Spectrum),"New Hampshire Electric Cooperative, Inc.","New Hampshire Electric Cooperative, Inc.",15919,0.044,37942,41.956,15919,0
110,Charter (Spectrum),"Tombigbee Electric Cooperative, Inc.","Tombigbee Electric Cooperative, Inc.",15150,0.042,49873,30.377,15150,0
111,Charter (Spectrum),Telephone Electronics Corporation,Telephone Electronics Corporation,14588,0.041,45372,32.152,14588,0
112,Charter (Spectrum),Chicopee Municipal Lighting Plant,Chicopee Municipal Lighting Plant,14427,0.04,14430,99.979,14427,0
113,Charter (Spectrum),Hilbert Communications LLC,Hilbert Communications LLC,14310,0.04,25201,56.783,14310,0
114,Charter (Spectrum),"Ezee Fiber Texas, LLC","Ezee Fiber Texas, LLC",14198,0.04,373234,3.804,14198,0
115,Charter (Spectrum),"BIF IV Intrepid HoldCo, LLC","BIF IV Intrepid HoldCo, LLC",14198,0.04,125952,11.273,14198,0
116,Charter (Spectrum),Brandenburg Communications Corp.,Brandenburg Communications Corp.,13753,0.038,54671,25.156,13753,0
117,Charter (Spectrum),Blue Mountain Networks LLC,Blue Mountain Networks LLC,13712,0.038,25873,52.997,11014,6032
118,Charter (Spectrum),"Reserve Holdings, Inc.","Reserve Holdings, Inc.",13688,0.038,33436,40.938,0,13688
119,Charter (Spectrum),Delta Montrose Electric Association,Delta Montrose Electric Association,13655,0.038,30946,44.125,13655,0
120,Charter (Spectrum),Lumbee River Electric Membership Corporation,Lumbee River Electric Membership Corporation,13374,0.037,18752,71.32,13374,0
121,Charter (Spectrum),Centric Infrastructure Group LLC,Centric Infrastructure Group LLC,13276,0.037,22062,60.176,13276,0
122,Charter (Spectrum),Baraga Telephone Company Inc.,Baraga Telephone Company Inc.,13142,0.037,17834,73.691,13142,0
123,Charter (Spectrum),West Kentucky Rural Telephone Cooperative Corp. Inc.,West Kentucky Rural Telephone Cooperative Corp. Inc.,12833,0.036,66625,19.262,12833,0
124,Charter (Spectrum),Wilkes Telephone Membership Corporation,Wilkes Telephone Membership Corporation,12475,0.035,61212,20.38,12475,0
125,Charter (Spectrum),"Big River Telephone, LLC","Big River Telephone, LLC",12412,0.035,19198,64.653,12412,0
126,Charter (Spectrum),Monmouth Independence Network,Monmouth Independence Network,12373,0.034,12859,96.221,12373,0
127,Charter (Spectrum),"Aspire Networks 1, LLC","Aspire Networks 1, LLC",12356,0.034,44794,27.584,12356,0
128,Charter (Spectrum),"Sandhill Telephone Cooperative, Inc.","Sandhill Telephone Cooperative, Inc.",12288,0.034,26233,46.842,7269,6451
129,Charter (Spectrum),"North Central Telephone Cooperative, Inc.","North Central Telephone Cooperative, Inc.",12260,0.034,66713,18.377,12260,0
130,Charter (Spectrum),Owensboro Municipal Utilities,Owensboro Municipal Utilities,12232,0.034,12536,97.575,12232,0
131,Charter (Spectrum),Morristown Utility System,Morristown Utility System,12045,0.034,13148,91.611,12045,0
132,Charter (Spectrum),"United Electric Cooperative, Inc.","United Electric Cooperative, Inc.",12040,0.033,81763,14.725,12040,0
133,Charter (Spectrum),Kingdom Telephone Company,Kingdom Telephone Company,11847,0.033,19989,59.268,11847,0
134,Charter (Spectrum),eNCore Connects,eNCore Connects,11845,0.033,23901,49.559,11845,0
135,Charter (Spectrum),Holston Electric Cooperative,Holston Electric Cooperative,11730,0.033,27565,42.554,11730,0
136,Charter (Spectrum),"United Electric Cooperative Services, Inc.","United Electric Cooperative Services, Inc.",11691,0.033,57644,20.281,11691,0
137,Charter (Spectrum),Ace Telephone Association,Ace Telephone Association,11535,0.032,30309,38.058,11535,0
138,Charter (Spectrum),"Beacon Broadband, Inc.","Beacon Broadband, Inc.",11521,0.032,14883,77.41,11521,0
139,Charter (Spectrum),"TruVista Communications, Inc.","TruVista Communications, Inc.",11029,0.031,72345,15.245,6267,4762
140,Charter (Spectrum),"Community Telephone Co., Inc.","Community Telephone Co., Inc.",10694,0.03,22525,47.476,10694,0
141,Charter (Spectrum),Coast Electric Power Association,Coast Electric Power Association,10691,0.03,65325,16.366,10691,0
142,Charter (Spectrum),Consolidated Telephone Company,Consolidated Telephone Company,10617,0.03,40431,26.26,10617,0
143,Charter (Spectrum),Lafayette City Parish Consolidated Government,Lafayette City Parish Consolidated Government,10253,0.029,89130,11.503,10253,0
144,Charter (Spectrum),"Co-Mo Electric Cooperative, Inc.","Co-Mo Electric Cooperative, Inc.",10025,0.028,55238,18.149,10025,0
145,Charter (Spectrum),Tachus LLC,Tachus LLC,9939,0.028,178878,5.556,9939,0
146,Charter (Spectrum),Knoxville Utilities Board,Knoxville Utilities Board,9799,0.027,131468,7.454,9799,0
147,Charter (Spectrum),"City of Lexington, Tennessee","City of Lexington, Tennessee",9786,0.027,17633,55.498,9786,0
148,Charter (Spectrum),"Great Plains Communications, Inc.","Great Plains Communications, Inc.",9759,0.027,77515,12.59,9648,111
149,Charter (Spectrum),DayStarr LLC,DayStarr LLC,9521,0.026,12347,77.112,9521,0
150,Charter (Spectrum),"Palmetto Rural Telephone Cooperative, Inc.","Palmetto Rural Telephone Cooperative, Inc.",9494,0.026,41495,22.88,9494,0
151,Charter (Spectrum),"Santa Rosa Telephone Cooperative, Inc.","Santa Rosa Telephone Cooperative, Inc.",9450,0.026,35091,26.93,9450,0
152,Charter (Spectrum),"Farmers Telecommunications Cooperative, Inc.","Farmers Telecommunications Cooperative, Inc.",9317,0.026,38365,24.285,9317,0
153,Charter (Spectrum),City of Wadsworth,City of Wadsworth,9285,0.026,9512,97.614,4713,4572
154,Charter (Spectrum),"VFN Holdings, Inc.","VFN Holdings, Inc.",9259,0.026,52739,17.556,9259,0
155,Charter (Spectrum),"Cityside Networks, LLC","Cityside Networks, LLC",9100,0.025,27395,33.218,9100,0
156,Charter (Spectrum),"Piedmont Rural Telephone Cooperative, Inc.","Piedmont Rural Telephone Cooperative, Inc.",9081,0.025,17471,51.978,9081,0
157,Charter (Spectrum),"SVE Connect, LLC","SVE Connect, LLC",8971,0.025,12732,70.46,8971,0
158,Charter (Spectrum),"Fastbridge Fiber, LLC","Fastbridge Fiber, LLC",8964,0.025,50637,17.702,8964,0
159,Charter (Spectrum),"Electric Plant Board of the City of Hopkinsville, Kentucky","Electric Plant Board of the City of Hopkinsville, Kentucky",8964,0.025,30955,28.958,8964,0
160,Charter (Spectrum),"Amplex Electric, Inc.","Amplex Electric, Inc.",8822,0.025,14890,59.248,8822,0
161,Charter (Spectrum),"BHT Holdings, Inc.","BHT Holdings, Inc.",8770,0.024,16535,53.039,8770,0
162,Charter (Spectrum),"Wtechlink, Inc.","Wtechlink, Inc.",8758,0.024,10286,85.145,8758,0
163,Charter (Spectrum),"Pinpoint Holdings, Inc.","Pinpoint Holdings, Inc.",8660,0.024,19333,44.794,8660,0
164,Charter (Spectrum),Henderson Municipal Power & Light,Henderson Municipal Power & Light,8471,0.024,9048,93.623,8471,0
165,Charter (Spectrum),GEUS,GEUS,8415,0.023,8564,98.26,0,8415
166,Charter (Spectrum),LTD Broadband LLC,LTD Broadband LLC,8092,0.023,18470,43.812,8092,0
167,Charter (Spectrum),Tullahoma Utilities Authority,Tullahoma Utilities Authority,8034,0.022,8647,92.911,8034,0
168,Charter (Spectrum),"Tri-County Electric Cooperative, Inc.","Tri-County Electric Cooperative, Inc.",7899,0.022,22013,35.883,7899,0
169,Charter (Spectrum),AMG Technology Investment Group LLC,AMG Technology Investment Group LLC,7858,0.022,103541,7.589,7858,0
170,Charter (Spectrum),Tri-County Electric Membership Corporation,Tri-County Electric Membership Corporation,7835,0.022,31959,24.516,7835,0
