target,state,operator,overlap_bsls,target_bsls_in_state,pct_of_target_in_state
Comcast (Xfinity),MA,Chicopee Municipal Lighting Plant,176,1627920,0.011
Comcast (Xfinity),MA,"Starry, Inc.",120,1627920,0.007
Comcast (Xfinity),MA,Cox,56,1627920,0.003
Comcast (Xfinity),MA,OpenCape Corporation,20,1627920,0.001
Comcast (Xfinity),MA,"Aervivo, Inc.",8,1627920,0.0
Comcast (Xfinity),MA,"Hub66, Inc.",4,1627920,0.0
Comcast (Xfinity),MA,City of Greenfield,3,1627920,0.0
Comcast (Xfinity),MA,City of Holyoke Gas & Electric Department,2,1627920,0.0
Comcast (Xfinity),MA,Town of Shrewsbury,1,1627920,0.0
Comcast (Xfinity),MD,Verizon (Fios),1033967,1615867,63.988
Comcast (Xfinity),MD,Astound Broadband,133903,1615867,8.287
Comcast (Xfinity),MD,"Schurz Communications, Inc.",38386,1615867,2.376
Comcast (Xfinity),MD,Shenandoah Telecommunications Company,22986,1615867,1.423
Comcast (Xfinity),MD,Breezeline (Cogeco),20038,1615867,1.24
Comcast (Xfinity),MD,Point Broadband,11666,1615867,0.722
Comcast (Xfinity),MD,"Talkie Communications, Inc.",11518,1615867,0.713
Comcast (Xfinity),MD,Mediacom,8480,1615867,0.525
Comcast (Xfinity),MD,"IQ Fiber Intermediate Holdings, LLC",5657,1615867,0.35
Comcast (Xfinity),MD,Ting,5338,1615867,0.33
Comcast (Xfinity),MD,Bay Country Communications,3060,1615867,0.189
Comcast (Xfinity),MD,"Greenlight Networks, LLC",2771,1615867,0.171
Comcast (Xfinity),MD,Choptank Electric Cooperative,2536,1615867,0.157
Comcast (Xfinity),MD,"Mountain Communications, LLC",1805,1615867,0.112
Comcast (Xfinity),MD,Armstrong,1607,1615867,0.099
Comcast (Xfinity),MD,"Quantum Telecommunications, Inc.",1521,1615867,0.094
Comcast (Xfinity),MD,"QCOL, Inc.",579,1615867,0.036
Comcast (Xfinity),MD,"Simple Fiber, LLC",161,1615867,0.01
Comcast (Xfinity),MD,Somerfield Cable TV,57,1615867,0.004
Comcast (Xfinity),MD,"Montgomery County, Maryland",22,1615867,0.001
Comcast (Xfinity),MD,"Eastern Shore Communications, LLC",16,1615867,0.001
Comcast (Xfinity),MD,Easton Utilities Commission,16,1615867,0.001
Comcast (Xfinity),MD,Litebridge LLC,4,1615867,0.0
Comcast (Xfinity),MD,Pocomoke Holdings,2,1615867,0.0
Comcast (Xfinity),MD,"Declaration Networks Group, Inc.",1,1615867,0.0
Comcast (Xfinity),MD,ICS Advanced Technologies,1,1615867,0.0
Comcast (Xfinity),MD,"Starry, Inc.",1,1615867,0.0
Comcast (Xfinity),ME,Consolidated (Fidium),29578,56814,52.061
Comcast (Xfinity),ME,Breezeline (Cogeco),13040,56814,22.952
Comcast (Xfinity),ME,"Future Fiber FinCo, LLC",7405,56814,13.034
Comcast (Xfinity),ME,Charter (Spectrum),373,56814,0.657
Comcast (Xfinity),ME,Lincolnville Telephone Company,288,56814,0.507
Comcast (Xfinity),ME,Biddeford Internet Corporation,236,56814,0.415
Comcast (Xfinity),ME,Sebago Fiber & Wifi LLC,2,56814,0.004
Comcast (Xfinity),MI,WOW!,599896,2192437,27.362
Comcast (Xfinity),MI,AT&T,595426,2192437,27.158
Comcast (Xfinity),MI,Metronet (T-Mobile JV),154256,2192437,7.036
Comcast (Xfinity),MI,Frontier,92325,2192437,4.211
Comcast (Xfinity),MI,Charter (Spectrum),37709,2192437,1.72
Comcast (Xfinity),MI,Surf Internet,34151,2192437,1.558
Comcast (Xfinity),MI,Midwest Energy Cooperative,21649,2192437,0.987
Comcast (Xfinity),MI,"123.Net, Inc.",13670,2192437,0.624
Comcast (Xfinity),MI,"D & P Communications, Inc.",12552,2192437,0.573
Comcast (Xfinity),MI,"Ripple Fiber, LLC",12480,2192437,0.569
Comcast (Xfinity),MI,Holland Board of Public Works,9937,2192437,0.453
Comcast (Xfinity),MI,KEPS Technologies Inc.,6824,2192437,0.311
Comcast (Xfinity),MI,"Agri-Valley Communications, Inc.",6353,2192437,0.29
Comcast (Xfinity),MI,"Mercury Broadband, LLC",5794,2192437,0.264
Comcast (Xfinity),MI,Point Broadband,3226,2192437,0.147
Comcast (Xfinity),MI,"Aspire Networks 1, LLC",1844,2192437,0.084
Comcast (Xfinity),MI,"Bloomingdale Telephone Company, Inc.",1572,2192437,0.072
Comcast (Xfinity),MI,Duke Broadband Inc.,1566,2192437,0.071
Comcast (Xfinity),MI,Brightspeed,1507,2192437,0.069
Comcast (Xfinity),MI,Satellite Operations Inc.,801,2192437,0.037
Comcast (Xfinity),MI,Sebewaing Light and Water,567,2192437,0.026
Comcast (Xfinity),MI,"Air Advantage, LLC",555,2192437,0.025
Comcast (Xfinity),MI,Thumb Electric Cooperative,508,2192437,0.023
Comcast (Xfinity),MI,Sand Creek Communications Company,437,2192437,0.02
Comcast (Xfinity),MI,SMR Communications,405,2192437,0.018
Comcast (Xfinity),MI,"Great Lakes Energy Connections, Inc.",380,2192437,0.017
Comcast (Xfinity),MI,Tri-County Electric Cooperative,190,2192437,0.009
Comcast (Xfinity),MI,Mediacom,160,2192437,0.007
Comcast (Xfinity),MI,TDS Telecom,122,2192437,0.006
Comcast (Xfinity),MI,Ace Telephone Association,121,2192437,0.006
Comcast (Xfinity),MI,City of Wyandotte,118,2192437,0.005
Comcast (Xfinity),MI,"DMCI Broadband, LLC",115,2192437,0.005
Comcast (Xfinity),MI,Chapin Communications Corporation,98,2192437,0.004
Comcast (Xfinity),MI,Newaygo County Regional Educational Service Agency,81,2192437,0.004
Comcast (Xfinity),MI,DayStarr LLC,67,2192437,0.003
Comcast (Xfinity),MI,Lennon Telephone Company,64,2192437,0.003
Comcast (Xfinity),MI,"Michwave Technologies, Inc.",29,2192437,0.001
Comcast (Xfinity),MI,"Ogden Communications, Inc.",22,2192437,0.001
Comcast (Xfinity),MI,Lumos (T-Mobile JV),18,2192437,0.001
Comcast (Xfinity),MI,"Springcom, Inc.",14,2192437,0.001
Comcast (Xfinity),MI,"City of Marshall, Michigan",3,2192437,0.0
Comcast (Xfinity),MI,"Block Communications, Inc.",2,2192437,0.0
Comcast (Xfinity),MI,"Decatur Holding Company, Inc.",1,2192437,0.0
Comcast (Xfinity),MI,"MachTen, Inc.",1,2192437,0.0
Comcast (Xfinity),MN,Lumen (Quantum Fiber / CenturyLink),361319,765903,47.176
Comcast (Xfinity),MN,Gateway Fiber Holdings LLC,49574,765903,6.473
Comcast (Xfinity),MN,"BIF IV Intrepid HoldCo, LLC",31417,765903,4.102
Comcast (Xfinity),MN,Metronet (T-Mobile JV),19251,765903,2.514
Comcast (Xfinity),MN,AT&T,18123,765903,2.366
Comcast (Xfinity),MN,Mediacom,10287,765903,1.343
Comcast (Xfinity),MN,"Nuvera Communications, Inc.",6789,765903,0.886
Comcast (Xfinity),MN,"Hiawatha Broadband Communications, Inc.",4805,765903,0.627
Comcast (Xfinity),MN,Rural Communications Holding Corporation,3529,765903,0.461
Comcast (Xfinity),MN,Frontier,2868,765903,0.374
Comcast (Xfinity),MN,Netwave Broadband,2691,765903,0.351
Comcast (Xfinity),MN,Charter (Spectrum),1113,765903,0.145
Comcast (Xfinity),MN,Christensen Communications Company,792,765903,0.103
Comcast (Xfinity),MN,Midco,105,765903,0.014
Comcast (Xfinity),MN,"Arvig Enterprises, Inc.",66,765903,0.009
Comcast (Xfinity),MN,"Southeast MN Wifi, LLC",23,765903,0.003
Comcast (Xfinity),MN,Consolidated (Fidium),14,765903,0.002
Comcast (Xfinity),MN,Pierce Pepin Cooperative Services,3,765903,0.0
Comcast (Xfinity),MN,Aureon Network Services Inc.,1,765903,0.0
Comcast (Xfinity),MO,AT&T,70840,130673,54.212
Comcast (Xfinity),MO,Google Fiber,44596,130673,34.128
Comcast (Xfinity),MO,"Everfast Fiber Networks, LLC",13184,130673,10.089
Comcast (Xfinity),MO,Charter (Spectrum),7013,130673,5.367
Comcast (Xfinity),MO,Socket Telecom LLC,5237,130673,4.008
Comcast (Xfinity),MO,Brightspeed,2865,130673,2.192
Comcast (Xfinity),MO,Green Hills Telephone Corporation,1925,130673,1.473
Comcast (Xfinity),MO,Cable One (Sparklight),1776,130673,1.359
Comcast (Xfinity),MO,"Conexon Connect, LLC",777,130673,0.595
Comcast (Xfinity),MO,Optimum (Altice USA),466,130673,0.357
Comcast (Xfinity),MO,Consolidated (Fidium),16,130673,0.012
Comcast (Xfinity),MO,Alma Communications Company,5,130673,0.004
Comcast (Xfinity),MO,"KC Web, Inc.",3,130673,0.002
Comcast (Xfinity),MO,"Anza Electric Cooperative, Inc.",1,130673,0.001
Comcast (Xfinity),MS,AT&T,129368,362006,35.736
Comcast (Xfinity),MS,"Telapex, Inc.",128590,362006,35.522
Comcast (Xfinity),MS,Northcentral Electric Cooperative,20604,362006,5.692
Comcast (Xfinity),MS,Tombigbee Electric Power Association,12834,362006,3.545
Comcast (Xfinity),MS,East Mississippi Electric Power Association,10608,362006,2.93
Comcast (Xfinity),MS,"DE Fastlink, LLC",10206,362006,2.819
Comcast (Xfinity),MS,Alcorn County Electric Power Association,9626,362006,2.659
Comcast (Xfinity),MS,"4-County Fiber, LLC",4456,362006,1.231
Comcast (Xfinity),MS,Brightspeed,3633,362006,1.004
Comcast (Xfinity),MS,Pearl River Valley Electric Power Association,3472,362006,0.959
Comcast (Xfinity),MS,Telephone Electronics Corporation,1724,362006,0.476
Comcast (Xfinity),MS,TEPA Connect LLC,973,362006,0.269
Comcast (Xfinity),MS,Uplink Internet LLC,256,362006,0.071
Comcast (Xfinity),MS,Tallahatchie Valley Internet Services,173,362006,0.048
Comcast (Xfinity),MS,"Aeneas Communications, LLC",129,362006,0.036
Comcast (Xfinity),MS,"Block Communications, Inc.",95,362006,0.026
Comcast (Xfinity),MS,Windstream/Uniti (Kinetic),56,362006,0.015
Comcast (Xfinity),MS,Fail Telecommunication Corporation,42,362006,0.012
Comcast (Xfinity),MS,"TecInfo Communications, LLC",21,362006,0.006
Comcast (Xfinity),MS,Cable One (Sparklight),6,362006,0.002
Comcast (Xfinity),MS,Aristotle Unified Communications Inc.,3,362006,0.001
Comcast (Xfinity),MS,Tishomingo County Electric Power Association,3,362006,0.001
Comcast (Xfinity),MS,"CableSouth Media III, LLC",1,362006,0.0
Comcast (Xfinity),MS,Natchez Trace Electric Power Association,1,362006,0.0
Comcast (Xfinity),MS,Prentiss County Electric Power Association,1,362006,0.0
Comcast (Xfinity),MS,"WEHCO Video, Inc.",1,362006,0.0
Comcast (Xfinity),NC,Charter (Spectrum),931,2278,40.869
Comcast (Xfinity),NC,Brightspeed,471,2278,20.676
Comcast (Xfinity),NH,Consolidated (Fidium),187789,340980,55.073
Comcast (Xfinity),NH,Breezeline (Cogeco),55500,340980,16.277
Comcast (Xfinity),NH,TDS Telecom,14163,340980,4.154
Comcast (Xfinity),NH,Granite State Communications,8232,340980,2.414
Comcast (Xfinity),NH,"New Hampshire Electric Cooperative, Inc.",3702,340980,1.086
Comcast (Xfinity),NH,"Hub66, Inc.",1031,340980,0.302
Comcast (Xfinity),NH,"Dunbarton Telephone Company, Inc.",360,340980,0.106
Comcast (Xfinity),NH,Charter (Spectrum),240,340980,0.07
Comcast (Xfinity),NH,Lyme Fiber LLC,46,340980,0.013
Comcast (Xfinity),NH,"Citizens Telephone Company of Hammond NY, Inc.",1,340980,0.0
Comcast (Xfinity),NH,"Firstlight Fiber, Inc.",1,340980,0.0
Comcast (Xfinity),NH,Verizon (Fios),1,340980,0.0
Comcast (Xfinity),NJ,Verizon (Fios),829867,1588897,52.229
Comcast (Xfinity),NJ,Optimum (Altice USA),94170,1588897,5.927
Comcast (Xfinity),NJ,Brightspeed,22670,1588897,1.427
Comcast (Xfinity),NJ,Service Electric,4638,1588897,0.292
Comcast (Xfinity),NJ,"Planet Networks, Inc.",35,1588897,0.002
Comcast (Xfinity),NJ,Astound Broadband,20,1588897,0.001
Comcast (Xfinity),NJ,Charter (Spectrum),12,1588897,0.001
Comcast (Xfinity),NJ,Hotwire,4,1588897,0.0
Comcast (Xfinity),NJ,"Starry, Inc.",3,1588897,0.0
Comcast (Xfinity),NM,Cable One (Sparklight),28195,475738,5.927
Comcast (Xfinity),NM,Metronet (T-Mobile JV),25779,475738,5.419
Comcast (Xfinity),NM,"Ezee Fiber Texas, LLC",18715,475738,3.934
Comcast (Xfinity),NM,AT&T,13450,475738,2.827
Comcast (Xfinity),NM,"ENMR Telephone Cooperative, Inc.",9736,475738,2.047
Comcast (Xfinity),NM,Lumen (Quantum Fiber / CenturyLink),8851,475738,1.86
Comcast (Xfinity),NM,"Roosevelt County Rural Telephone Cooperative, Inc.",5163,475738,1.085
Comcast (Xfinity),NM,Kit Carson Electric Cooperative Inc.,3771,475738,0.793
Comcast (Xfinity),NM,"Clearnetworx, LLC",517,475738,0.109
Comcast (Xfinity),NM,"NMsurf, Inc.",180,475738,0.038
Comcast (Xfinity),NM,Charter (Spectrum),148,475738,0.031
Comcast (Xfinity),NM,LICT Corporation,126,475738,0.026
Comcast (Xfinity),NM,"FastTrack Communications, Inc.",62,475738,0.013
Comcast (Xfinity),NM,"ATN International, Inc.",50,475738,0.011
Comcast (Xfinity),NY,Verizon (Fios),20155,32349,62.305
Comcast (Xfinity),NY,Optimum (Altice USA),916,32349,2.832
Comcast (Xfinity),NY,Charter (Spectrum),186,32349,0.575
Comcast (Xfinity),NY,Archtop Fiber Holdings LLC,2,32349,0.006
Comcast (Xfinity),NY,Frontier,2,32349,0.006
Comcast (Xfinity),OH,Armstrong,12085,87370,13.832
Comcast (Xfinity),OH,Frontier,3519,87370,4.028
Comcast (Xfinity),OH,"Massillon Cable TV, Inc.",2486,87370,2.845
Comcast (Xfinity),OH,Jefferson County Cable,1696,87370,1.941
Comcast (Xfinity),OH,AT&T,1191,87370,1.363
Comcast (Xfinity),OH,Charter (Spectrum),1099,87370,1.258
Comcast (Xfinity),OH,"Little Miami Gig, LLC",1080,87370,1.236
Comcast (Xfinity),OH,Wabash Mutual Telephone Company,699,87370,0.8
Comcast (Xfinity),OH,"connectSCP, LLC",584,87370,0.668
Comcast (Xfinity),OH,Windstream/Uniti (Kinetic),335,87370,0.383
Comcast (Xfinity),OH,Breezeline (Cogeco),2,87370,0.002
Comcast (Xfinity),OH,Brightspeed,1,87370,0.001
Comcast (Xfinity),OR,Ziply Fiber (Bell Canada),228918,789285,29.003
Comcast (Xfinity),OR,Lumen (Quantum Fiber / CenturyLink),221245,789285,28.031
Comcast (Xfinity),OR,Hunter Communications & Technologies LLC,34934,789285,4.426
Comcast (Xfinity),OR,Astound Broadband,21498,789285,2.724
Comcast (Xfinity),OR,City of Hillsboro,7713,789285,0.977
Comcast (Xfinity),OR,Beaver Creek Cooperative Telephone Company,4251,789285,0.539
Comcast (Xfinity),OR,"City of Sherwood, Oregon",3957,789285,0.501
Comcast (Xfinity),OR,Day Management Corporation,3947,789285,0.5
Comcast (Xfinity),OR,Stayton Cooperative Telephone Company,3581,789285,0.454
Comcast (Xfinity),OR,"CASCO Communications, Inc.",3357,789285,0.425
Comcast (Xfinity),OR,Pioneer Telephone Cooperative (OR),2224,789285,0.282
Comcast (Xfinity),OR,Clear Creek Mutual Telephone Company,2099,789285,0.266
Comcast (Xfinity),OR,Gervais Telephone Company,1972,789285,0.25
Comcast (Xfinity),OR,Douglas Electric Cooperative Inc.,1285,789285,0.163
Comcast (Xfinity),OR,"Alyrica Networks, Inc.",856,789285,0.108
Comcast (Xfinity),OR,Canby Telephone Association,171,789285,0.022
Comcast (Xfinity),OR,Charter (Spectrum),38,789285,0.005
Comcast (Xfinity),OR,"Fatbeam Holdings, LLC",1,789285,0.0
Comcast (Xfinity),OR,ICS Advanced Technologies,1,789285,0.0
Comcast (Xfinity),OR,Monroe Telephone Company,1,789285,0.0
Comcast (Xfinity),PA,Verizon (Fios),1827502,3331822,54.85
Comcast (Xfinity),PA,Astound Broadband,124813,3331822,3.746
Comcast (Xfinity),PA,Brightspeed,93348,3331822,2.802
Comcast (Xfinity),PA,Shenandoah Telecommunications Company,85589,3331822,2.569
Comcast (Xfinity),PA,Windstream/Uniti (Kinetic),76911,3331822,2.308
Comcast (Xfinity),PA,Frontier,67209,3331822,2.017
Comcast (Xfinity),PA,Service Electric,66487,3331822,1.996
Comcast (Xfinity),PA,Breezeline (Cogeco),38919,3331822,1.168
Comcast (Xfinity),PA,"Fastbridge Fiber, LLC",36796,3331822,1.104
Comcast (Xfinity),PA,"Greenlight Networks, LLC",31103,3331822,0.934
Comcast (Xfinity),PA,Empire Telephone Corporation/North Penn Telephone Company,29261,3331822,0.878
Comcast (Xfinity),PA,Blue Ridge Communications,24156,3331822,0.725
Comcast (Xfinity),PA,Armstrong,22238,3331822,0.667
Comcast (Xfinity),PA,AT&T,19711,3331822,0.592
Comcast (Xfinity),PA,"Salsgiver, Inc.",18418,3331822,0.553
Comcast (Xfinity),PA,"Future Fiber FinCo, LLC",16120,3331822,0.484
Comcast (Xfinity),PA,Consolidated (Fidium),11604,3331822,0.348
Comcast (Xfinity),PA,Citizens Telephone Company of Kecksburg,8962,3331822,0.269
Comcast (Xfinity),PA,Adams CATV Inc.,7722,3331822,0.232
Comcast (Xfinity),PA,"Zito West Holding, LLC",7686,3331822,0.231
Comcast (Xfinity),PA,"Omni Fiber, LLC",2313,3331822,0.069
Comcast (Xfinity),PA,"Laurel Highland Total Communications, Inc.",2116,3331822,0.064
Comcast (Xfinity),PA,"QCOL, Inc.",2013,3331822,0.06
Comcast (Xfinity),PA,"Hickory Utility Services, Inc.",1453,3331822,0.044
Comcast (Xfinity),PA,"Centre WISP Venture Company, LLC",1282,3331822,0.038
Comcast (Xfinity),PA,Pennsylvania Telephone Company,733,3331822,0.022
Comcast (Xfinity),PA,Mifflin County Wireless,630,3331822,0.019
Comcast (Xfinity),PA,Patriot Cable System LLC,430,3331822,0.013
Comcast (Xfinity),PA,In The Stix Broadband LLC,183,3331822,0.005
Comcast (Xfinity),PA,Hotwire,134,3331822,0.004
Comcast (Xfinity),PA,TDS Telecom,125,3331822,0.004
Comcast (Xfinity),PA,"Claverack Communications, Inc.",105,3331822,0.003
Comcast (Xfinity),PA,VITALink LLC,92,3331822,0.003
Comcast (Xfinity),PA,Getwireless.net,78,3331822,0.002
Comcast (Xfinity),PA,Jefferson County Cable,57,3331822,0.002
Comcast (Xfinity),PA,"TelAtlantic, Inc.",43,3331822,0.001
Comcast (Xfinity),PA,The North-Eastern Pennsylvania Telephone Company,42,3331822,0.001
Comcast (Xfinity),PA,Charter (Spectrum),24,3331822,0.001
Comcast (Xfinity),PA,Tri-County Rural Electric Cooperative,9,3331822,0.0
Comcast (Xfinity),PA,"D and B Broadband, LLC",7,3331822,0.0
Comcast (Xfinity),PA,"Jackson Broadband, Inc.",6,3331822,0.0
Comcast (Xfinity),PA,Beaver Valley Cable Company,4,3331822,0.0
Comcast (Xfinity),PA,Borough of Kutztown,2,3331822,0.0
Comcast (Xfinity),PA,Venus Telephone Corporation,1,3331822,0.0
Comcast (Xfinity),RI,Verizon (Fios),197,216,91.204
Comcast (Xfinity),RI,Cox,195,216,90.278
Comcast (Xfinity),SC,AT&T,117460,300108,39.139
Comcast (Xfinity),SC,WOW!,84830,300108,28.266
Comcast (Xfinity),SC,Breezeline (Cogeco),25923,300108,8.638
Comcast (Xfinity),SC,Charter (Spectrum),21719,300108,7.237
Comcast (Xfinity),SC,"Home Telephone Company, Inc. (SC)",18476,300108,6.156
Comcast (Xfinity),SC,Cable One (Sparklight),17664,300108,5.886
Comcast (Xfinity),SC,"Palmetto Rural Telephone Cooperative, Inc.",11518,300108,3.838
Comcast (Xfinity),SC,"CarolinaConnect Cooperative, Inc.",10750,300108,3.582
Comcast (Xfinity),SC,"West Carolina Rural Telephone Cooperative, Inc.",5752,300108,1.917
Comcast (Xfinity),SC,Brightspeed,5415,300108,1.804
Comcast (Xfinity),SC,Lumos (T-Mobile JV),2612,300108,0.87
Comcast (Xfinity),SC,Vyve Broadband,709,300108,0.236
Comcast (Xfinity),SC,"IQ Fiber Intermediate Holdings, LLC",578,300108,0.193
Comcast (Xfinity),SC,Hotwire,136,300108,0.045
Comcast (Xfinity),SC,County of Orangeburg,1,300108,0.0
Comcast (Xfinity),SC,Frontier,1,300108,0.0
Comcast (Xfinity),SC,"Piedmont Rural Telephone Cooperative, Inc.",1,300108,0.0
Comcast (Xfinity),TN,AT&T,629977,1404960,44.839
Comcast (Xfinity),TN,EPB,125896,1404960,8.961
Comcast (Xfinity),TN,Knoxville Utilities Board,115029,1404960,8.187
Comcast (Xfinity),TN,Google Fiber,86664,1404960,6.168
Comcast (Xfinity),TN,TDS Telecom,55091,1404960,3.921
Comcast (Xfinity),TN,"MTE Holdings, LLC",54034,1404960,3.846
Comcast (Xfinity),TN,WOW!,52542,1404960,3.74
Comcast (Xfinity),TN,Brightspeed,44421,1404960,3.162
Comcast (Xfinity),TN,"Cumberland Connect, LLC",41101,1404960,2.925
Comcast (Xfinity),TN,Ting,36740,1404960,2.615
Comcast (Xfinity),TN,Johnson City Energy Authority,22611,1404960,1.609
Comcast (Xfinity),TN,Frontier,21385,1404960,1.522
Comcast (Xfinity),TN,"Aeneas Communications, LLC",18888,1404960,1.344
Comcast (Xfinity),TN,Lenoir City Utility Board,15002,1404960,1.068
Comcast (Xfinity),TN,City of Dickson Department of Electricity,11909,1404960,0.848
Comcast (Xfinity),TN,"Highland Telephone Cooperative, Inc. (KY & TN)",11873,1404960,0.845
Comcast (Xfinity),TN,Charter (Spectrum),11479,1404960,0.817
Comcast (Xfinity),TN,"DeKalb Telephone Cooperative, Inc.",9886,1404960,0.704
Comcast (Xfinity),TN,Greeneville Energy Authority,8992,1404960,0.64
Comcast (Xfinity),TN,Ritter,8627,1404960,0.614
Comcast (Xfinity),TN,Twin Lakes Telephone Cooperative Corporation,7209,1404960,0.513
Comcast (Xfinity),TN,"Telapex, Inc.",6295,1404960,0.448
Comcast (Xfinity),TN,Erwin Utilities,6236,1404960,0.444
Comcast (Xfinity),TN,"North Central Telephone Cooperative, Inc.",5882,1404960,0.419
Comcast (Xfinity),TN,Newport Utilities,4259,1404960,0.303
Comcast (Xfinity),TN,Holston Electric Cooperative,3831,1404960,0.273
Comcast (Xfinity),TN,Foursight Communications LLC,3631,1404960,0.258
Comcast (Xfinity),TN,"Ben Lomand Rural Telephone Coop., Inc.",3265,1404960,0.232
Comcast (Xfinity),TN,Tri-County Electric Membership Corporation,2305,1404960,0.164
Comcast (Xfinity),TN,Meriwether Lewis Electric Cooperative,2173,1404960,0.155
Comcast (Xfinity),TN,LTD Broadband LLC,1886,1404960,0.134
Comcast (Xfinity),TN,Point Broadband,915,1404960,0.065
Comcast (Xfinity),TN,TEPA Connect LLC,612,1404960,0.044
Comcast (Xfinity),TN,Northcentral Electric Cooperative,229,1404960,0.016
Comcast (Xfinity),TN,Bristol Tennessee Essential Services,196,1404960,0.014
Comcast (Xfinity),TN,Morristown Utility System,195,1404960,0.014
Comcast (Xfinity),TN,BreezeAir Networks LLC,105,1404960,0.007
Comcast (Xfinity),TN,"SVE Connect, LLC",72,1404960,0.005
Comcast (Xfinity),TN,Skyline Telephone Membership Corporation,35,1404960,0.002
Comcast (Xfinity),TN,Boston Omaha Corporation,19,1404960,0.001
Comcast (Xfinity),TN,Raymond Mazeika,13,1404960,0.001
Comcast (Xfinity),TN,CDE Lightband,9,1404960,0.001
Comcast (Xfinity),TN,Scott County Telephone Cooperative,6,1404960,0.0
Comcast (Xfinity),TN,Ellijay Telephone Company,3,1404960,0.0
Comcast (Xfinity),TN,Bledsoe Telephone Cooperative Inc.,2,1404960,0.0
Comcast (Xfinity),TN,Gibson Electric Membership Corporation,2,1404960,0.0
Comcast (Xfinity),TN,"Xiber, LLC",2,1404960,0.0
Comcast (Xfinity),TN,Aureon Network Services Inc.,1,1404960,0.0
Comcast (Xfinity),TN,Cable One (Sparklight),1,1404960,0.0
Comcast (Xfinity),TN,Hotwire,1,1404960,0.0
Comcast (Xfinity),TN,Jackson Energy Authority,1,1404960,0.0
Comcast (Xfinity),TN,Ringgold Telephone Company,1,1404960,0.0
Comcast (Xfinity),TN,Tullahoma Utilities Authority,1,1404960,0.0
Comcast (Xfinity),TX,AT&T,1255109,2056962,61.018
Comcast (Xfinity),TX,"Ezee Fiber Texas, LLC",331209,2056962,16.102
Comcast (Xfinity),TX,Tachus LLC,158901,2056962,7.725
Comcast (Xfinity),TX,Frontier,133537,2056962,6.492
Comcast (Xfinity),TX,Consolidated (Fidium),129133,2056962,6.278
Comcast (Xfinity),TX,Optimum (Altice USA),115813,2056962,5.63
Comcast (Xfinity),TX,Astound Broadband,65387,2056962,3.179
Comcast (Xfinity),TX,Charter (Spectrum),54686,2056962,2.659
Comcast (Xfinity),TX,Brightspeed,33011,2056962,1.605
Comcast (Xfinity),TX,Windstream/Uniti (Kinetic),31986,2056962,1.555
Comcast (Xfinity),TX,Cable One (Sparklight),22809,2056962,1.109
Comcast (Xfinity),TX,"Lyte Fiber, LLC",12000,2056962,0.583
Comcast (Xfinity),TX,"MSEC Communications, LLC",11603,2056962,0.564
Comcast (Xfinity),TX,Centric Infrastructure Group LLC,4045,2056962,0.197
Comcast (Xfinity),TX,Metronet (T-Mobile JV),2591,2056962,0.126
Comcast (Xfinity),TX,City of Mont Belvieu,2456,2056962,0.119
Comcast (Xfinity),TX,Hotwire,1868,2056962,0.091
Comcast (Xfinity),TX,"Eastex Telephone Cooperative, Inc.",1832,2056962,0.089
Comcast (Xfinity),TX,AMG Technology Investment Group LLC,1332,2056962,0.065
Comcast (Xfinity),TX,Brazoria Telephone Company,860,2056962,0.042
Comcast (Xfinity),TX,"JAB Wireless, Inc.",559,2056962,0.027
Comcast (Xfinity),TX,"James Bouse Enterprises, LLC",173,2056962,0.008
Comcast (Xfinity),TX,"Internet Management Services, Inc.",167,2056962,0.008
Comcast (Xfinity),TX,"ITC Broadband Operating, LLC",154,2056962,0.007
Comcast (Xfinity),TX,"TPC ACC Acquisition, LLC",27,2056962,0.001
Comcast (Xfinity),TX,OGC Fiber Networks Lago Mar,17,2056962,0.001
Comcast (Xfinity),TX,Arrive Internet,5,2056962,0.0
Comcast (Xfinity),TX,"Wellcom Technologies Highlands, LP",5,2056962,0.0
Comcast (Xfinity),TX,"IBT Group USA, LLC",4,2056962,0.0
Comcast (Xfinity),UT,Google Fiber,229106,769209,29.785
Comcast (Xfinity),UT,Lumen (Quantum Fiber / CenturyLink),199272,769209,25.906
Comcast (Xfinity),UT,Utah Telecommunication Open Infrastructure Agency,175348,769209,22.796
Comcast (Xfinity),UT,Senawave LLC,155847,769209,20.261
Comcast (Xfinity),UT,Beehive Telephone Companies,145368,769209,18.898
Comcast (Xfinity),UT,Connext Networks,71907,769209,9.348
Comcast (Xfinity),UT,"All West Communications, Inc.",28492,769209,3.704
Comcast (Xfinity),UT,"City of Lehi, Utah",19372,769209,2.518
Comcast (Xfinity),UT,Direct Management Company,13983,769209,1.818
Comcast (Xfinity),UT,Spanish Fork City,12379,769209,1.609
Comcast (Xfinity),UT,LICT Corporation,8456,769209,1.099
Comcast (Xfinity),UT,"Avative, LLC",4485,769209,0.583
Comcast (Xfinity),UT,Boston Omaha Corporation,4262,769209,0.554
Comcast (Xfinity),UT,"UBTA-UBET Communications, Inc.",3331,769209,0.433
Comcast (Xfinity),UT,"City of Salem, Utah",3119,769209,0.405
Comcast (Xfinity),UT,"Wi-Fiber, Inc.",2504,769209,0.326
Comcast (Xfinity),UT,Optic Loop Communications LLC,2368,769209,0.308
Comcast (Xfinity),UT,Signal West LLC,1128,769209,0.147
Comcast (Xfinity),UT,"JAB Wireless, Inc.",310,769209,0.04
